transaction_id,timestamp,store_id,city,country,store_type,product_category,product_name,unit_price,quantity,discount_applied,payment_method,customer_id,customer_age_group,customer_gender,loyalty_member,weather_condition,temperature_c,holiday_name,total_amount
14761,2023-03-28 12:49:22,13,Chicago,USA,Mall Kiosk,Pastry,Scone,2.03,1,False,Mobile Wallet,uuge7xot,25-34,Female,False,Sunny,2.6,,2.03
14762,2023-03-28 13:00:11,20,London,UK,Standalone,Pastry,Croissant,2.12,4,False,Cash,o51atlh9,45-54,Female,True,Rainy,8.4,,8.48
14763,2023-03-28 13:31:38,9,Los Angeles,USA,Mall Kiosk,Coffee,Small Americano,2.57,2,False,Mobile Wallet,r67afy7t,55-64,Male,False,Cloudy,12.3,,5.14
14764,2023-03-28 13:57:09,26,Sydney,AUS,Mall Kiosk,Coffee,Large Americano,3.68,2,False,Credit Card,5wrd7ljc,65+,Male,False,Sunny,22.3,,7.36
14765,2023-03-28 14:14:37,17,London,UK,Standalone,Tea,Large Chai Latte,4.12,1,False,Debit Card,7cmngrmm,45-54,Male,False,Rainy,8.4,,4.12
14766,2023-03-28 14:18:28,1,New York,USA,Standalone,Sandwich,Chicken & Avocado Wrap,6.5,1,False,Cash,ul4d9qva,,Male,False,Sunny,0.1,,6.5
14767,2023-03-28 14:26:06,40,Toronto,CAN,Standalone,Coffee,Large Mocha,4.78,2,False,Cash,i2wvdfhq,25-34,Male,False,Rainy,-0.3,,9.56
14768,2023-03-28 14:31:04,18,London,UK,Mall Kiosk,Tea,Medium Earl Grey,2.31,1,False,Credit Card,gmo1tapo,45-54,Female,False,Rainy,8.4,,2.31
14769,2023-03-28 15:02:13,18,London,UK,Mall Kiosk,Coffee,Medium Cappuccino,3.3,1,False,Cash,a5qxm4kh,35-44,Female,False,Rainy,8.4,,3.3
14770,2023-03-28 15:09:02,39,Toronto,CAN,Mall Kiosk,Coffee,Small Cappuccino,3.21,1,False,Credit Card,x3s3gxed,65+,Female,False,Rainy,-0.3,,3.21
14771,2023-03-28 15:09:11,20,London,UK,Standalone,Coffee,Large Cappuccino,3.91,1,False,Credit Card,st1tthcq,25-34,Male,True,Rainy,8.4,,3.91
14772,2023-03-28 15:36:15,20,London,UK,Standalone,Coffee,Small Latte,3.06,2,False,Mobile Wallet,ft26149c,25-34,Female,True,Rainy,8.4,,6.12
14773,2023-03-28 15:39:14,6,Los Angeles,USA,Standalone,Tea,Medium Green Tea,2.74,4,False,Cash,ecdxosro,45-54,Female,False,Cloudy,12.3,,10.96
14774,2023-03-28 16:08:52,45,Vancouver,CAN,Standalone,Smoothie,Large Berry Blast,5.92,1,False,Credit Card,6us957qw,45-54,Female,False,Rainy,4.2,,5.92
14775,2023-03-28 16:21:24,13,Chicago,USA,Mall Kiosk,Coffee,Single Espresso,2.67,2,False,Credit Card,fzxtgys2,35-44,Male,False,Sunny,2.6,,5.34
14776,2023-03-28 16:24:45,13,Chicago,USA,Mall Kiosk,Coffee,Small Mocha,3.73,2,False,Credit Card,f8wfgcmr,35-44,Prefer not to say,False,Sunny,2.6,,7.46
14777,2023-03-28 16:38:19,7,Los Angeles,USA,Standalone,Coffee,Medium Americano,2.94,4,False,Cash,mx5p1ec2,25-34,Male,False,Cloudy,12.3,,11.76
14778,2023-03-28 16:46:51,21,Manchester,UK,Standalone,Tea,Large Green Tea,2.62,1,False,Mobile Wallet,2ev6dpw3,25-34,Female,False,Sunny,10.6,,2.62
14779,2023-03-28 16:53:21,25,Manchester,UK,Standalone,Pastry,Croissant,2.05,2,False,Debit Card,d5twrqly,35-44,Male,True,Sunny,10.6,,4.1
14780,2023-03-28 16:58:50,9,Los Angeles,USA,Mall Kiosk,Coffee,Small Latte,3.42,1,True,Credit Card,657bgcxv,35-44,,False,Cloudy,12.3,,3.08
14781,2023-03-28 17:21:27,32,Melbourne,AUS,Standalone,Coffee,Small Latte,3.89,2,False,Credit Card,wazz5quu,35-44,,False,Rainy,23.4,,7.78
14782,2023-03-28 17:38:03,30,Sydney,AUS,Standalone,Pastry,Chocolate Chip Cookie,2.2,1,False,Mobile Wallet,bm1dbqd5,25-34,Male,False,Sunny,22.3,,2.2
14783,2023-03-28 18:04:18,39,Toronto,CAN,Mall Kiosk,Smoothie,Medium Berry Blast,4.91,1,False,Cash,w40vcd97,25-34,Prefer not to say,False,Rainy,-0.3,,4.91
14784,2023-03-28 19:07:53,6,Los Angeles,USA,Standalone,Coffee,Small Americano,2.65,1,False,Credit Card,lu4fxp6d,35-44,Female,False,Cloudy,12.3,,2.65
14785,2023-03-28 21:14:00,9,Los Angeles,USA,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,6.18,1,True,Cash,i8np9ivd,55-64,Male,False,Cloudy,12.3,,5.25
14786,2023-03-28 23:41:01,5,New York,USA,Standalone,Coffee,Single Espresso,2.9,2,False,Debit Card,p7xuj7eq,35-44,Male,True,Sunny,0.1,,5.8
14787,2023-03-28 23:45:43,9,Los Angeles,USA,Mall Kiosk,Pastry,Croissant,2.38,1,False,Credit Card,hrwgynjj,18-24,Male,False,Cloudy,12.3,,2.38
14788,2023-03-29 00:09:12,3,New York,USA,Mall Kiosk,Tea,Small Green Tea,2.42,1,False,Debit Card,iz8mxedj,45-54,Male,True,Sunny,7.9,,2.42
14789,2023-03-29 01:43:59,12,Chicago,USA,Airport,Coffee,Medium Latte,4.75,1,False,Credit Card,yrrwq0ge,35-44,Female,False,Cloudy,1.0,,4.75
14790,2023-03-29 02:07:34,39,Toronto,CAN,Mall Kiosk,Coffee,Small Latte,3.21,1,False,Debit Card,qru62152,18-24,Male,False,Sunny,4.2,,3.21
14791,2023-03-29 02:14:58,38,Toronto,CAN,Standalone,Coffee,Double Espresso,2.67,1,False,Credit Card,4vcxoidp,65+,Male,False,Sunny,4.2,,2.67
14792,2023-03-29 03:40:35,9,Los Angeles,USA,Mall Kiosk,Smoothie,Large Berry Blast,5.99,1,False,Cash,bq31m56k,35-44,Female,True,Rainy,10.5,,5.99
14793,2023-03-29 04:04:08,33,Melbourne,AUS,Standalone,Coffee,Medium Latte,4.32,2,False,Credit Card,g8max1yf,55-64,Male,False,Rainy,15.6,,8.64
14794,2023-03-29 05:28:31,24,Manchester,UK,Standalone,Sandwich,Ham & Cheese Croissant,4.51,1,False,Credit Card,a24loe5k,18-24,Male,False,,,,4.51
14795,2023-03-29 06:03:26,18,London,UK,Mall Kiosk,Sandwich,Vegan Falafel Wrap,4.95,1,False,Credit Card,ugfmhr9e,35-44,,False,Rainy,5.6,,4.95
14796,2023-03-29 06:05:42,31,Melbourne,AUS,Standalone,Tea,Small Earl Grey,2.7,1,False,Cash,7p88528v,25-34,Male,False,Rainy,15.6,,2.7
14797,2023-03-29 06:09:08,42,Vancouver,CAN,Standalone,Pastry,Scone,2.07,2,False,Credit Card,iqijktc8,35-44,Female,True,Rainy,13.7,,4.14
14798,2023-03-29 06:41:32,36,Toronto,CAN,Airport,Sandwich,Vegan Falafel Wrap,6.9,1,False,Mobile Wallet,cbyoa3gr,18-24,Male,False,Sunny,4.2,,6.9
14799,2023-03-29 06:55:08,30,Sydney,AUS,Standalone,Coffee,Double Espresso,3.19,1,False,Mobile Wallet,1d0kpkbs,25-34,,False,Sunny,15.7,,3.19
14800,2023-03-29 07:07:39,11,Chicago,USA,Standalone,Tea,Small Green Tea,2.38,3,True,Credit Card,t5rnogdj,65+,Non-binary,True,,,,6.43
14801,2023-03-29 07:23:26,44,Vancouver,CAN,Mall Kiosk,Coffee,Medium Americano,2.74,2,False,Credit Card,9pwo5u5h,18-24,Male,False,Rainy,13.7,,5.48
14802,2023-03-29 07:24:40,18,London,UK,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,5.36,3,False,Cash,hrpn4vqg,45-54,,False,Rainy,5.6,,16.08
14803,2023-03-29 07:43:31,12,Chicago,USA,Airport,Sandwich,Vegan Falafel Wrap,7.12,1,False,Debit Card,c6bmkjrl,45-54,Female,False,Cloudy,1.0,,7.12
14804,2023-03-29 07:44:58,29,Sydney,AUS,Mall Kiosk,Coffee,Small Latte,3.84,3,False,Mobile Wallet,eteoji63,25-34,Prefer not to say,True,Sunny,15.7,,11.52
14805,2023-03-29 07:52:44,27,Sydney,AUS,Standalone,Coffee,Large Cappuccino,5.06,5,False,Credit Card,yf1bjve8,,Male,False,Sunny,15.7,,25.3
14806,2023-03-29 08:05:18,4,New York,USA,Mall Kiosk,Pastry,Scone,2.13,1,False,Cash,wi8fy8hs,65+,Female,False,Sunny,7.9,,2.13
14807,2023-03-29 08:18:48,5,New York,USA,Standalone,Coffee,Medium Cappuccino,4.0,1,False,Debit Card,u9hofa3s,45-54,Female,False,Sunny,7.9,,4.0
14808,2023-03-29 08:22:37,19,London,UK,Standalone,Coffee,Large Americano,2.93,3,False,Cash,p104nv3e,45-54,Female,False,,,,8.79
14809,2023-03-29 08:41:20,38,Toronto,CAN,Standalone,Coffee,Small Latte,3.31,3,False,Debit Card,wx5za7mf,18-24,Male,False,Sunny,4.2,,9.93
14810,2023-03-29 08:43:39,14,Chicago,USA,Standalone,Pastry,Blueberry Muffin,2.85,1,False,Debit Card,w94ss3o0,18-24,Male,False,Cloudy,1.0,,2.85
14811,2023-03-29 09:13:21,39,Toronto,CAN,Mall Kiosk,Coffee,Double Espresso,2.59,3,False,Cash,y5dm5by1,35-44,Female,False,Sunny,4.2,,7.77
14812,2023-03-29 09:22:11,11,Chicago,USA,Standalone,Coffee,Small Cappuccino,3.42,1,False,Credit Card,5k1ed7u2,45-54,,False,Cloudy,1.0,,3.42
14813,2023-03-29 09:27:26,28,Sydney,AUS,Mall Kiosk,Tea,Medium Matcha Latte,4.8,1,False,Debit Card,98kobp5z,25-34,Female,True,Sunny,15.7,,4.8
14814,2023-03-29 09:28:01,39,Toronto,CAN,Mall Kiosk,Tea,Small Green Tea,2.23,1,False,Mobile Wallet,k2au5nzy,25-34,Female,True,Sunny,4.2,,2.23
14815,2023-03-29 09:41:57,34,Melbourne,AUS,Mall Kiosk,Coffee,Double Espresso,3.04,1,False,Credit Card,oem92sjh,25-34,Female,False,Rainy,15.6,,3.04
14816,2023-03-29 10:31:05,17,London,UK,Standalone,Smoothie,Large Berry Blast,5.35,6,False,Mobile Wallet,yghar6et,18-24,Female,False,Rainy,5.6,,32.1
14817,2023-03-29 10:40:33,15,Chicago,USA,Standalone,Pastry,Chocolate Chip Cookie,1.9,2,False,Credit Card,d3r1d22s,18-24,,False,Cloudy,1.0,,3.8
14818,2023-03-29 11:21:03,23,Manchester,UK,Standalone,Sandwich,Chicken & Avocado Wrap,5.33,1,False,Credit Card,p5q9eidn,35-44,Female,False,Sunny,8.0,,5.33
14819,2023-03-29 11:22:12,30,Sydney,AUS,Standalone,Coffee,Small Americano,2.97,2,False,Cash,7pc3o4ap,18-24,Male,False,Sunny,15.7,,5.94
14820,2023-03-29 11:42:30,29,Sydney,AUS,Mall Kiosk,Coffee,Single Espresso,3.09,1,False,Cash,ne1mk4qc,35-44,Male,True,Sunny,15.7,,3.09
14821,2023-03-29 11:52:30,29,Sydney,AUS,Mall Kiosk,Coffee,Large Mocha,5.55,2,False,Credit Card,v25fn6l6,65+,Male,False,Sunny,15.7,,11.1
14822,2023-03-29 12:06:58,22,Manchester,UK,Standalone,Coffee,Large Mocha,4.26,1,False,Cash,rspurdfm,55-64,Female,True,Sunny,8.0,,4.26
14823,2023-03-29 12:24:52,4,New York,USA,Mall Kiosk,Coffee,Small Americano,2.62,3,True,Credit Card,kt3ymah0,45-54,Female,True,Sunny,7.9,,7.07
14824,2023-03-29 14:01:50,2,New York,USA,Airport,Coffee,Large Mocha,6.5,2,False,Credit Card,et6hp5pe,55-64,Female,True,Sunny,7.9,,13.0
14825,2023-03-29 14:15:04,13,Chicago,USA,Mall Kiosk,Tea,Large Earl Grey,2.95,1,False,Credit Card,ta72d92e,25-34,Male,True,Cloudy,1.0,,2.95
14826,2023-03-29 14:30:35,44,Vancouver,CAN,Mall Kiosk,Coffee,Medium Mocha,4.1,1,False,Credit Card,oas4d4ir,55-64,Male,True,Rainy,13.7,,4.1
14827,2023-03-29 14:43:07,3,New York,USA,Mall Kiosk,Tea,Medium Chai Latte,4.07,2,False,Credit Card,zpm022ak,45-54,Female,False,Sunny,7.9,,8.14
14828,2023-03-29 14:45:27,43,Vancouver,CAN,Standalone,Coffee,Small Mocha,3.81,1,False,Cash,hip8hm6l,35-44,Female,True,Rainy,13.7,,3.81
14829,2023-03-29 14:51:46,1,New York,USA,Standalone,Coffee,Double Espresso,2.9,1,False,Debit Card,t124dm87,55-64,,False,Sunny,7.9,,2.9
14830,2023-03-29 15:39:03,3,New York,USA,Mall Kiosk,Tea,Small Earl Grey,2.42,2,False,Credit Card,b3cs7nwl,45-54,Female,True,Sunny,7.9,,4.84
14831,2023-03-29 16:15:08,2,New York,USA,Airport,Tea,Small Green Tea,3.12,1,False,Credit Card,9qogmnn0,45-54,Female,False,Sunny,7.9,,3.12
14832,2023-03-29 16:25:30,32,Melbourne,AUS,Standalone,Coffee,Large Americano,3.73,1,False,Mobile Wallet,oxqko11c,25-34,Male,False,Rainy,15.6,,3.73
14833,2023-03-29 16:35:05,5,New York,USA,Standalone,Pastry,Scone,2.2,2,False,Debit Card,9asahjwi,45-54,Female,False,Sunny,7.9,,4.4
14834,2023-03-29 16:42:04,40,Toronto,CAN,Standalone,Tea,Large Earl Grey,2.94,1,False,Cash,1v45bolf,,Male,False,,,,2.94
14835,2023-03-29 17:09:04,14,Chicago,USA,Standalone,Pastry,Chocolate Chip Cookie,1.9,1,False,Mobile Wallet,a0s2k62e,25-34,Female,False,Cloudy,1.0,,1.9
14836,2023-03-29 17:36:10,5,New York,USA,Standalone,Coffee,Medium Latte,4.0,1,False,Cash,adg9tmwb,35-44,Female,False,Sunny,7.9,,4.0
14837,2023-03-29 17:50:47,34,Melbourne,AUS,Mall Kiosk,Coffee,Large Americano,3.61,1,False,Debit Card,0ugo78y4,25-34,Female,False,Rainy,15.6,,3.61
14838,2023-03-29 18:40:27,31,Melbourne,AUS,Standalone,Pastry,Blueberry Muffin,3.24,2,False,Mobile Wallet,6uomi999,18-24,Female,True,Rainy,15.6,,6.48
14839,2023-03-29 18:46:18,20,London,UK,Standalone,Coffee,Small Cappuccino,3.06,1,False,Credit Card,pj7kw6xx,25-34,Male,False,Rainy,5.6,,3.06
14840,2023-03-29 18:48:26,6,Los Angeles,USA,Standalone,Coffee,Medium Cappuccino,3.92,2,False,Mobile Wallet,pe93zu3u,25-34,Male,True,Rainy,10.5,,7.84
14841,2023-03-30 00:08:30,11,Chicago,USA,Standalone,Tea,Medium Matcha Latte,4.27,3,False,Credit Card,qy7za2j0,35-44,,False,Rainy,3.1,,12.81
14842,2023-03-30 00:15:44,8,Los Angeles,USA,Airport,Sandwich,Vegan Falafel Wrap,7.35,1,False,Debit Card,v4p53ajf,25-34,Prefer not to say,False,Cloudy,10.8,,7.35
14843,2023-03-30 04:39:13,23,Manchester,UK,Standalone,Coffee,Large Latte,3.77,2,True,Credit Card,qie0paok,55-64,Male,False,Rainy,6.5,,7.16
14844,2023-03-30 05:11:17,20,London,UK,Standalone,Coffee,Double Espresso,2.46,4,False,Cash,ygia10p3,55-64,Male,True,Sunny,13.3,,9.84
14845,2023-03-30 06:13:09,5,New York,USA,Standalone,Pastry,Chocolate Chip Cookie,2.0,1,False,Debit Card,m8d35r9f,18-24,Male,False,Sunny,11.5,,2.0
14846,2023-03-30 06:47:15,16,London,UK,Standalone,Tea,Large Green Tea,2.72,1,False,Mobile Wallet,xv1ouiio,18-24,Female,True,Sunny,13.3,,2.72
14847,2023-03-30 06:56:23,5,New York,USA,Standalone,Tea,Medium Earl Grey,2.8,1,False,Credit Card,ffwp7g76,35-44,Female,False,Sunny,11.5,,2.8
14848,2023-03-30 06:58:44,38,Toronto,CAN,Standalone,Coffee,Medium Mocha,4.14,1,False,Credit Card,rf6sc2sb,25-34,Female,False,Cloudy,4.5,,4.14
14849,2023-03-30 07:08:02,25,Manchester,UK,Standalone,Tea,Medium Chai Latte,3.44,2,False,Credit Card,u2d2crpq,18-24,Male,False,Rainy,6.5,,6.88
14850,2023-03-30 07:09:31,17,London,UK,Standalone,Smoothie,Large Berry Blast,5.35,3,False,Credit Card,quwaktmg,35-44,Male,False,Sunny,13.3,,16.05
14851,2023-03-30 08:06:31,26,Sydney,AUS,Mall Kiosk,Coffee,Double Espresso,3.09,1,False,Mobile Wallet,yfcec8dk,25-34,Male,False,Sunny,18.9,,3.09
14852,2023-03-30 08:09:55,1,New York,USA,Standalone,Coffee,Large Latte,4.6,2,False,Debit Card,rosutugh,,Female,False,Sunny,11.5,,9.2
14853,2023-03-30 08:12:51,2,New York,USA,Airport,Tea,Large Earl Grey,4.0,2,True,Debit Card,3hj1zp2y,45-54,Male,True,Sunny,11.5,,7.2
14854,2023-03-30 08:24:51,12,Chicago,USA,Airport,Coffee,Small Latte,4.28,2,False,Credit Card,e66tkvve,18-24,Male,True,Rainy,3.1,,8.56
14855,2023-03-30 08:44:04,19,London,UK,Standalone,Merchandise,Coffee Mug,10.2,3,False,Credit Card,eyrmbmpt,35-44,Male,False,Sunny,13.3,,30.6
14856,2023-03-30 08:45:16,40,Toronto,CAN,Standalone,Smoothie,Large Berry Blast,5.8,5,False,Credit Card,iuz5olce,,Male,False,Cloudy,4.5,,29.0
14857,2023-03-30 08:58:33,19,London,UK,Standalone,Tea,Medium Earl Grey,2.38,1,True,Debit Card,s6r9ew89,45-54,Female,True,Sunny,13.3,,2.14
14858,2023-03-30 09:06:06,26,Sydney,AUS,Mall Kiosk,Smoothie,Medium Berry Blast,5.87,1,False,Credit Card,cd0kvv7m,25-34,,False,Sunny,18.9,,5.87
14859,2023-03-30 09:42:35,7,Los Angeles,USA,Standalone,Tea,Medium Matcha Latte,4.41,3,False,Credit Card,ggor8j0e,45-54,Female,False,Cloudy,10.8,,13.23
14860,2023-03-30 09:57:13,21,Manchester,UK,Standalone,Tea,Large Earl Grey,2.62,4,False,Debit Card,vvcudaha,35-44,Female,True,Rainy,6.5,,10.48
14861,2023-03-30 10:16:27,43,Vancouver,CAN,Standalone,Tea,Large Green Tea,3.01,1,False,Credit Card,2rkj2lbt,35-44,Female,False,Sunny,9.1,,3.01
14862,2023-03-30 10:25:18,44,Vancouver,CAN,Mall Kiosk,Tea,Small Green Tea,2.28,1,False,Credit Card,k5pxobzm,35-44,Female,False,Sunny,9.1,,2.28
14863,2023-03-30 10:26:21,23,Manchester,UK,Standalone,Coffee,Small Cappuccino,2.95,3,False,Credit Card,zjg8cn7q,18-24,Female,False,Rainy,6.5,,8.85
14864,2023-03-30 10:28:55,14,Chicago,USA,Standalone,Coffee,Small Cappuccino,3.42,3,False,Credit Card,b7jwuwkk,18-24,Female,True,Rainy,3.1,,10.26
14865,2023-03-30 10:29:53,2,New York,USA,Airport,Tea,Medium Green Tea,3.5,2,False,Cash,62ptuml6,35-44,Female,False,Sunny,11.5,,7.0
14866,2023-03-30 11:02:01,6,Los Angeles,USA,Standalone,Coffee,Large Latte,4.51,1,False,Credit Card,o3sqz7zu,55-64,Male,False,Cloudy,10.8,,4.51
14867,2023-03-30 11:11:27,29,Sydney,AUS,Mall Kiosk,Coffee,Large Latte,4.91,2,False,Cash,bersc8uj,55-64,Female,True,Sunny,18.9,,9.82
14868,2023-03-30 11:36:04,6,Los Angeles,USA,Standalone,Coffee,Small Mocha,3.97,1,False,Debit Card,nx2gsizd,18-24,Male,False,Cloudy,10.8,,3.97
14869,2023-03-30 11:43:31,31,Melbourne,AUS,Standalone,Merchandise,Tote Bag,16.2,1,False,Credit Card,515y4wqq,35-44,Male,False,Cloudy,20.1,,16.2
14870,2023-03-30 11:50:56,39,Toronto,CAN,Mall Kiosk,Coffee,Single Espresso,2.59,1,False,Mobile Wallet,6fv7oiy2,35-44,Male,False,Cloudy,4.5,,2.59
14871,2023-03-30 12:12:01,26,Sydney,AUS,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,6.94,1,False,Debit Card,lsn6mhla,25-34,Male,True,Sunny,18.9,,6.94
14872,2023-03-30 12:22:10,20,London,UK,Standalone,Coffee,Medium Mocha,3.82,2,False,Credit Card,ni24vu65,45-54,Female,False,Sunny,13.3,,7.64
14873,2023-03-30 12:38:19,20,London,UK,Standalone,Smoothie,Large Berry Blast,5.35,1,False,Debit Card,vri0a9xt,45-54,Male,False,Sunny,13.3,,5.35
14874,2023-03-30 12:44:27,43,Vancouver,CAN,Standalone,Sandwich,Chicken & Avocado Wrap,6.11,5,False,Mobile Wallet,86tc5lol,18-24,Male,False,Sunny,9.1,,30.55
14875,2023-03-30 13:01:52,34,Melbourne,AUS,Mall Kiosk,Pastry,Croissant,2.62,3,False,Credit Card,nyyfevb5,55-64,Female,True,Cloudy,20.1,,7.86
14876,2023-03-30 13:48:34,25,Manchester,UK,Standalone,Smoothie,Large Berry Blast,5.17,1,False,Credit Card,bkhphz35,18-24,Male,False,Rainy,6.5,,5.17
14877,2023-03-30 14:14:55,43,Vancouver,CAN,Standalone,Coffee,Small Cappuccino,3.38,1,False,Mobile Wallet,g7q9rxnq,25-34,Prefer not to say,False,Sunny,9.1,,3.38
14878,2023-03-30 14:22:38,35,Melbourne,AUS,Mall Kiosk,Tea,Medium Green Tea,2.93,1,False,Debit Card,5jf8lx7c,25-34,Male,False,Cloudy,20.1,,2.93
14879,2023-03-30 14:56:21,41,Vancouver,CAN,Standalone,Coffee,Small Latte,3.38,1,False,Mobile Wallet,iiq6j8p6,35-44,Prefer not to say,True,Sunny,9.1,,3.38
14880,2023-03-30 15:04:51,3,New York,USA,Mall Kiosk,Pastry,Blueberry Muffin,2.91,1,False,Credit Card,xvfpww23,65+,Male,False,Sunny,11.5,,2.91
14881,2023-03-30 15:32:54,8,Los Angeles,USA,Airport,Tea,Medium Matcha Latte,5.51,1,False,Debit Card,gc2exptx,25-34,Male,True,Cloudy,10.8,,5.51
14882,2023-03-30 15:42:55,24,Manchester,UK,Standalone,Tea,Medium Earl Grey,2.3,3,False,Credit Card,0f43iqqc,65+,Male,True,Rainy,6.5,,6.9
14883,2023-03-30 15:49:17,24,Manchester,UK,Standalone,Merchandise,Tote Bag,12.3,1,True,Cash,3zfpn1bb,25-34,Male,False,Rainy,6.5,,11.07
14884,2023-03-30 16:34:36,19,London,UK,Standalone,Coffee,Single Espresso,2.46,1,False,Cash,8t9l3bku,35-44,Male,True,Sunny,13.3,,2.46
14885,2023-03-30 16:58:15,15,Chicago,USA,Standalone,Tea,Medium Chai Latte,3.99,2,False,Cash,9j6hdbkt,35-44,Male,False,Rainy,3.1,,7.98
14886,2023-03-30 17:36:48,27,Sydney,AUS,Standalone,Coffee,Double Espresso,3.19,1,True,Credit Card,ost218az,65+,Male,True,Sunny,18.9,,2.87
14887,2023-03-30 17:42:40,10,Los Angeles,USA,Mall Kiosk,Tea,Medium Matcha Latte,4.28,1,False,Credit Card,outm79gw,35-44,Male,False,Cloudy,10.8,,4.28
14888,2023-03-30 17:54:09,4,New York,USA,Mall Kiosk,Tea,Medium Green Tea,2.72,1,False,Credit Card,ggucv1fd,18-24,Female,True,Sunny,11.5,,2.72
14889,2023-03-30 18:24:24,35,Melbourne,AUS,Mall Kiosk,Coffee,Large Americano,3.61,2,False,Debit Card,hifvwhnk,,Male,False,Cloudy,20.1,,7.22
14890,2023-03-30 21:20:22,44,Vancouver,CAN,Mall Kiosk,Tea,Medium Earl Grey,2.55,1,False,Debit Card,12xppgfe,18-24,Non-binary,False,Sunny,9.1,,2.55
14891,2023-03-30 23:21:49,17,London,UK,Standalone,Coffee,Small Mocha,3.44,1,False,Debit Card,33cnjzbp,65+,Female,False,Sunny,13.3,,3.44
14892,2023-03-31 00:07:19,31,Melbourne,AUS,Standalone,Coffee,Small Cappuccino,3.89,2,True,Cash,yh44tz20,35-44,Male,False,Rainy,20.9,,7.39
14893,2023-03-31 00:08:36,2,New York,USA,Airport,Pastry,Chocolate Chip Cookie,2.5,1,False,Credit Card,r5n8rbe8,35-44,,False,,,,2.5
14894,2023-03-31 02:38:14,23,Manchester,UK,Standalone,Tea,Large Matcha Latte,4.26,3,False,Cash,8uwlqzao,45-54,Female,False,Sunny,7.8,,12.78
14895,2023-03-31 02:53:07,37,Toronto,CAN,Standalone,Coffee,Small Mocha,3.73,1,False,Credit Card,lujw0h5h,25-34,Female,False,Cloudy,-0.2,,3.73
14896,2023-03-31 05:58:15,22,Manchester,UK,Standalone,Coffee,Medium Americano,2.46,1,False,Cash,y4749yqf,55-64,Male,False,Sunny,7.8,,2.46
14897,2023-03-31 06:50:42,7,Los Angeles,USA,Standalone,Tea,Medium Chai Latte,4.12,1,False,Cash,baa2cqva,18-24,Female,False,Sunny,12.9,,4.12
14898,2023-03-31 07:08:48,40,Toronto,CAN,Standalone,Coffee,Large Latte,4.23,1,False,Credit Card,5t24rdab,45-54,Female,False,Cloudy,-0.2,,4.23
14899,2023-03-31 07:23:43,5,New York,USA,Standalone,Pastry,Chocolate Chip Cookie,2.0,3,True,Credit Card,wchj8x7n,35-44,Male,False,Cloudy,3.3,,4.8
14900,2023-03-31 07:36:26,9,Los Angeles,USA,Mall Kiosk,Coffee,Small Americano,2.57,1,False,Credit Card,5sbjc4r5,25-34,Female,False,Sunny,12.9,,2.57
14901,2023-03-31 08:08:20,26,Sydney,AUS,Mall Kiosk,Tea,Small Matcha Latte,4.32,2,False,Credit Card,nkuul6lm,35-44,Male,False,Rainy,21.7,,8.64
14902,2023-03-31 08:18:37,34,Melbourne,AUS,Mall Kiosk,Pastry,Chocolate Chip Cookie,2.1,1,True,Cash,gjbpc8s3,65+,,False,Rainy,20.9,,1.68
14903,2023-03-31 08:27:55,38,Toronto,CAN,Standalone,Coffee,Single Espresso,2.67,1,False,Credit Card,rbew2tly,55-64,Male,True,Cloudy,-0.2,,2.67
14904,2023-03-31 08:36:18,26,Sydney,AUS,Mall Kiosk,Pastry,Croissant,2.67,3,True,Credit Card,9i9k4cd0,35-44,Female,True,Rainy,21.7,,7.21
14905,2023-03-31 08:45:23,40,Toronto,CAN,Standalone,Tea,Small Green Tea,2.3,3,False,Debit Card,nrnlb6s7,35-44,Female,False,Cloudy,-0.2,,6.9
14906,2023-03-31 08:52:43,33,Melbourne,AUS,Standalone,Pastry,Scone,2.38,1,True,Cash,kygtvwwu,35-44,Male,False,Rainy,20.9,,2.02
14907,2023-03-31 09:03:55,21,Manchester,UK,Standalone,Coffee,Medium Cappuccino,3.28,1,False,Mobile Wallet,bgd4rhkq,25-34,Female,False,Sunny,7.8,,3.28
14908,2023-03-31 09:07:09,31,Melbourne,AUS,Standalone,Tea,Large Chai Latte,5.24,2,False,Credit Card,feaynug3,25-34,Female,False,Rainy,20.9,,10.48
14909,2023-03-31 09:16:33,2,New York,USA,Airport,Coffee,Medium Mocha,5.62,2,False,Debit Card,oedda9hs,35-44,Female,False,Cloudy,3.3,,11.24
14910,2023-03-31 09:17:55,13,Chicago,USA,Mall Kiosk,Coffee,Double Espresso,2.67,2,False,Mobile Wallet,yce8ogl4,18-24,Male,True,Rainy,6.4,,5.34
14911,2023-03-31 09:26:49,45,Vancouver,CAN,Standalone,Tea,Medium Green Tea,2.63,2,False,Credit Card,mddgytwr,65+,Male,True,Sunny,4.7,,5.26
14912,2023-03-31 10:00:26,43,Vancouver,CAN,Standalone,Merchandise,Tote Bag,14.1,2,False,Cash,htfzb49a,45-54,,False,Sunny,4.7,,28.2
14913,2023-03-31 10:25:20,5,New York,USA,Standalone,Tea,Large Chai Latte,4.85,1,False,Cash,ap51mzj9,45-54,Male,True,Cloudy,3.3,,4.85
